المعرف,الفئة,العنوان الأصلي,العنوان العربي/الترجمة الوصفية,المسؤولية العلمية,الناشر/المؤسسة,السنة,الطبعة/الأجزاء,ISBN/DOI,بيانات الدورية,بيانات المخطوط,النوع,اللغة,اللغة الأساسية,العصر,المحاور,النطاق الجغرافي,القيمة البحثية,مستوى القارئ,التقييم,سبب التقييم وحدود الاستخدام,رابط السجل/الناشر,رابط النص/المادة,الإتاحة,الحقوق,حالة التحقق,ما الذي فُحص فعليًا,أساس الوصف,فائدة المشروع,ملاحظات,ربط بـ v4.9,الإصدار,سجل التغيير,تاريخ التحقق,معرف المسار
LIB-ART-006,بحث علمي,Miscelánea de Estudios Árabes y Hebraicos (MEAH). Sección Árabe-Islam / Sección Hebreo,منوّعات الدراسات العربية والعبرية (غرناطة): قسم العربية-الإسلام وقسم العبرية,Universidad de Granada,Editorial Universidad de Granada,1952– (قُسمت إلى قسمين منذ 1995),,قسم العربية: ISSN 1696-5868 / e-ISSN 2341-0906؛ قسم العبرية: ISSN 1696-585X / e-ISSN 2340-2547,(مجلة/سلسلة — لا ينطبق),,مجلة محكّمة (مورد),إسبانية/إنجليزية/عربية,إسبانية,شامل,لغة; أدب وشعر; الأديان والجماعات; غرناطة النصرية; نقوش,الأندلس، غرناطة,مدرسة غرناطة للدراسات العربية؛ قسم العبرية أساسي لملف يهود الأندلس.,بحثي متخصص,A,محكّمة تحكيمًا مزدوجًا ومفتوحة؛ قسمان منفصلان بترخيصين مختلفين.,https://doaj.org/api/search/journals/title%3A%22Miscel%C3%A1nea%20de%20Estudios%20%C3%81rabes%22,https://revistaseug.ugr.es/index.php/meaharabe,نص كامل مجاني,قسم العربية CC BY؛ قسم العبرية CC BY-NC (DOAJ),اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت سجلَّي DOAJ للقسمين. (تاريخ التحقق 2026-09-23) || v1.1: فتحت سجل HathiTrust (API ISSN 0544-408X): MEAH منذ 1952، وقسما árabe-Islam والعبرية منذ 1995 — تاريخ التحقق 2026-09-23,وصف ناشر,مقال موسوعي; درس,رابط قسم العبرية: https://revistaseug.ugr.es/index.php/meahhebreo,,v1.0,v1.1: year,2026-09-23,R-06
LIB-ART-007,بحث علمي,Revista del Instituto Egipcio de Estudios Islámicos en Madrid / صحيفة معهد الدراسات الإسلامية في مدريد,صحيفة معهد الدراسات الإسلامية في مدريد,المعهد المصري للدراسات الإسلامية بمدريد,"Instituto Egipcio de Estudios Islámicos, Madrid",1953– (المجلد I يُنسب في موقع المعهد إلى 1952/1953؛ آخر مجلد LI، 2025),,ISSN 0541-8585؛ ISSN إلكتروني 2660-6011 (بوابة ISSN),(مجلة/سلسلة — لا ينطبق),,مجلة علمية (مورد),عربية/إسبانية,عربية,شامل,تأريخ ونقد مصادر; مخطوطات; أدب وشعر; جغرافيا,الأندلس,من أقدم المنابر العربية للدراسات الأندلسية؛ نشرت فيها نصوص محققة ودراسات لأعلام (الأهواني، مؤنس، مكي...). مهمة لتعويض نقص المواد العربية المحكمة.,متقدم,A,منبر علمي تاريخي بالعربية؛ مستوى التحكيم يتفاوت عبر العقود (لم أتحقق من سياسة التحكيم).,https://www.institutoegipcio.es/publicaciones-2/,https://www.institutoegipcio.es/publicaciones-2/,نص كامل مجاني,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة منشورات المعهد (المجلدات I–LI بصيغة PDF مع فجوات: XIV وXXXI–XXXIII بلا روابط) وسجل بوابة ISSN (الذي يذكر خطأً أو جزئيًا 1952–1971؛ الموقع يُظهر الاستمرار حتى 2025). (تاريخ التحقق 2026-09-23),وصف ناشر,مقال موسوعي; درس,تعارض بين بوابة ISSN وموقع المعهد في مدة الصدور؛ اعتمدت موقع المعهد.,,v1.0,,2026-09-23,R-07
LIB-ART-008,بحث علمي,Qurṭuba: Estudios andalusíes,قرطبة: دراسات أندلسية,"Seminario de Estudios Árabes, Facultad de Filosofía y Letras, Universidad de Córdoba",Universidad de Córdoba,1996– (سنوية),,ISSN 1137-5671 (ورقي),(مجلة/سلسلة — لا ينطبق),,مجلة علمية (مورد),إسبانية/عربية,إسبانية,شامل,مدن وعمران; تأريخ ونقد مصادر; أدب وشعر,قرطبة والأندلس,مجلة جامعة قرطبة المتخصصة في الأندلس؛ مفيدة لملف قرطبة.,بحثي متخصص,B,متخصصة لكن محدودة الانتشار الرقمي؛ لم أتحقق من إتاحة نصوصها.,https://www.latindex.org/latindex/ficha/12606,,فهرس فقط,غير متحقق,سجل ببليوغرافي فقط,فتحت سجل Latindex (ISSN، الجهة، 1996، 'vigente'). صفحة Dialnet تعذر فتحها. (تاريخ التحقق 2026-09-23) || v1.1: فتحت سجل HathiTrust (API ISSN 1137-5671): Qurṭuba: estudios andalusíes، no.1 1996 — تاريخ التحقق 2026-09-23,وصف ناشر,مقال موسوعي,يلزم التحقق من استمرار الصدور فعليًا وإتاحة الأعداد.,,v1.0,v1.1: تأكيد دون تغيير,2026-09-23,R-08
LIB-ART-009,بحث علمي,Arqueología de la Arquitectura,آثار العمارة (علم آثار المباني),CSIC / Universidad del País Vasco (لم أتحقق من الشراكة),Consejo Superior de Investigaciones Científicas (CSIC),2002– (لم أتحقق),,ISSN 1695-2731؛ e-ISSN 1989-5313,(مجلة/سلسلة — لا ينطبق),,مجلة محكّمة (مورد),إسبانية/إنجليزية,إسبانية,شامل,عمارة وفنون; آثار; مدن وعمران,إيبيريا,منهج قراءة المباني أثريًا (الأسوار، القلاع، المساجد)؛ مفيد لبطاقات المواقع في الأطلس.,بحثي متخصص,B,محكّمة ومفتوحة؛ ليست مقصورة على الأندلس.,https://doaj.org/api/search/journals/title%3A%22Arqueolog%C3%ADa%20de%20la%20Arquitectura%22,http://arqarqt.revistas.csic.es/index.php/arqarqt,نص كامل مجاني,CC BY (DOAJ),اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت سجل DOAJ. (تاريخ التحقق 2026-09-23),وصف ناشر,خريطة; صورة; مقال موسوعي,,,v1.0,,2026-09-23,R-09
LIB-ART-010,بحث علمي,Estudios Onomástico-Biográficos de al-Andalus (EOBA),دراسات أسمائية-تراجمية عن الأندلس (سلسلة),سلسلة تصدر عن CSIC (Escuela de Estudios Árabes / ILC)؛ محرّرو المجلدات يختلفون,Editorial CSIC,1988– (المجلد I: 1988),المجلد I: 612 ص,المجلد I: ISBN 978-84-00-06734-2؛ المجلد XIV 'De muerte violenta': ISBN 978-84-00-08268-0 (ظهرا في روابط صفحات Editorial CSIC ضمن نتائج البحث؛ لم أفتح الصفحتين),(مجلة/سلسلة — لا ينطبق),,سلسلة مجلدات محكّمة (أعمال جماعية),إسبانية/إنجليزية/فرنسية,إسبانية,شامل,تأريخ ونقد مصادر; مجتمع; المرأة; الموحدون; فلسفة وفقه,الأندلس,سلسلة بحثية أساسية مبنية على كتب التراجم؛ من مجلداتها: 'Biografías almohades I-II' (IX–X) و'De muerte violenta' (XIV) ومجلد عن النساء. تخدم بطاقات الأعلام والعلماء.,بحثي متخصص,A,إنتاج مجموعة CSIC المتخصصة في التراجم؛ غير متاحة مجانًا غالبًا.,https://editorial.csic.es/publicaciones/coleccion/226/estudios-onomastico-biograficos-de-al-andalus,,شراء,غير متحقق,سجل ببليوغرافي فقط,ظهرت صفحة السلسلة ومجلداتها في نتائج البحث (عناوين المجلدات I، III، IX، X، XIV)؛ فتح موقع Editorial CSIC فشل (robots/timeout). (تاريخ التحقق 2026-09-23) || v1.1: فتحت سجل Open Library لـ 9788400067342: Estudios onomástico-biográficos de al-Andalus vol. I، CSIC، 1988، 612 ص — تاريخ التحقق 2026-09-23,وصف ناشر,بطاقة شخصية; مقال موسوعي,تأكيد قائمة المجلدات كاملة يحتاج فتح موقع Editorial CSIC يدويًا.,,v1.0,"v1.1: year, edition_volumes",2026-09-23,R-10
LIB-ART-011,بحث علمي,Hespéris-Tamuda,هسبريس-تمودا,"Faculté des Lettres et des Sciences Humaines, Université Mohammed V, Rabat",Université Mohammed V – Rabat,1921/1960– (اندمجت Hespéris وTamuda عام 1960),,ISSN 0018-1005 (حسب DOAJ وموقع المجلة),(مجلة/سلسلة — لا ينطبق),,مجلة محكّمة (مورد),عربية/فرنسية/إنجليزية/إسبانية,عربية,شامل,سياسة; تأريخ ونقد مصادر; السقوط والموريسكيون; الأديان والجماعات,المغرب والأندلس,أهم منبر مغربي لتاريخ الغرب الإسلامي؛ أرشيفه الرقمي منذ 1921 يغطي المرابطين والموحدين والهجرة الأندلسية.,بحثي متخصص,A,مجلة جامعية عريقة مفهرسة في ESCI (2016) وScopus (2024) حسب موقعها.,https://www.hesperis-tamuda.com/,https://www.hesperis-tamuda.com/,نص كامل مجاني,CC BY 4.0 (حسب DOAJ),اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت الموقع (الأرشيف 1921–2025، اللغات، الفهرسة) وسجل DOAJ. (تاريخ التحقق 2026-09-23),وصف ناشر,مقال موسوعي; درس,,,v1.0,,2026-09-23,R-11
LIB-ART-012,بحث علمي,Journal of Islamic Studies,مجلة الدراسات الإسلامية (أكسفورد),Oxford Centre for Islamic Studies؛ رئيس التحرير Farhan Ahmad Nizami,Oxford University Press,1990–,,ISSN 0955-2340؛ e-ISSN 1471-6917,(مجلة/سلسلة — لا ينطبق),,مجلة محكّمة (مورد),إنجليزية,إنجليزية,شامل,فلسفة وفقه; الأديان والجماعات; سياسة,العالم الإسلامي,مجلة عامة في الدراسات الإسلامية تنشر مقالات أندلسية متفرقة؛ مفيدة للسياق الإسلامي الأوسع.,بحثي متخصص,B,محكّمة ورصينة لكن الأندلس ليست محورها.,https://academic.oup.com/jis,,اشتراك,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة OUP (ISSN، الناشر، النطاق، التحرير). (تاريخ التحقق 2026-09-23) || v1.1: فتحت سجل HathiTrust (API ISSN 0955-2340): Journal of Islamic Studies، البدء 1990 — تاريخ التحقق 2026-09-23,وصف ناشر,مقال موسوعي,,,v1.0,v1.1: year,2026-09-23,R-12
LIB-ART-013,بحث علمي,De cómo los árabes realmente invadieron Hispania,كيف غزا العرب هسبانيا فعلًا,Eduardo Manzano Moreno,CSIC,2014,,DOI: 10.3989/alqantara.2014.013,"Al-Qanṭara, vol. 35, no. 1, pp. 311-319",,بحث محكّم,إسبانية,إسبانية,الفتح والولاة,تأريخ ونقد مصادر; عسكري; سياسة,شبه الجزيرة الإيبيرية,مقال نقدي قصير لأحد أبرز مؤرخي الفتح يعالج كيفية إعادة بناء وقائع 711 من المصادر المتأخرة والأدلة المادية.,بحثي متخصص,A,كاتب مرجعي في الموضوع؛ مقال قصير (مراجعة/مناقشة على الأرجح — لم أتحقق من نوعه) لا يغني عن كتابه.,https://doi.org/10.3989/alqantara.2014.013,https://doi.org/10.3989/alqantara.2014.013,نص كامل مجاني,CC BY 4.0 (ترخيص المجلة حسب DOAJ؛ قد تختلف المقالات القديمة),سجل ببليوغرافي فقط,البيانات من فهرسة DOAJ لمجلة القنطرة (العنوان، المؤلف، المجلد، العدد، الصفحات، DOI)؛ لم أفتح صفحة المقال نفسها لأن موقع المجلة رفض الوصول الآلي. (تاريخ التحقق 2026-09-23),وصف ناشر,مقال موسوعي; خط زمني,"يُقرأ مع Manzano, Conquistadores, emires y califas (2006) — كتاب في مسار آخر.",,v1.0,,2026-09-23,R-13
LIB-ART-014,بحث علمي,Tariq b. Ziyad y los barbar,طارق بن زياد والبربر,Maribel Fierro,CSIC,2024,,DOI: 10.3989/alqantara.2024.683,"Al-Qanṭara, vol. 45, no. 1, الصفحات: لم أتحقق",,بحث محكّم,إسبانية,إسبانية,الفتح والولاة,تأريخ ونقد مصادر; مجتمع; الأديان والجماعات,المغرب والأندلس,دراسة حديثة لنقد الروايات حول أصل طارق ودور البربر في الفتح.,بحثي متخصص,A,باحثة مرجعية (CSIC)؛ حديث جدًا.,https://doi.org/10.3989/alqantara.2024.683,https://doi.org/10.3989/alqantara.2024.683,نص كامل مجاني,CC BY 4.0 (ترخيص المجلة حسب DOAJ؛ قد تختلف المقالات القديمة),سجل ببليوغرافي فقط,البيانات من فهرسة DOAJ لمجلة القنطرة (العنوان، المؤلف، المجلد، العدد، الصفحات، DOI)؛ لم أفتح صفحة المقال نفسها لأن موقع المجلة رفض الوصول الآلي. (تاريخ التحقق 2026-09-23) || v1.1: فتحت سجل DOAJ لـ DOI 10.3989/alqantara.2024.683: Maribel Fierro (ILC-CSIC)، المجلد 45 العدد 1، 2024 — لا ترقيم صفحات (مقالات المجلة منذ 2020 تُرقَّم برقم مقال eNN) — تاريخ التحقق 2026-09-23,وصف ناشر,بطاقة شخصية; مقال موسوعي,,,v1.0,v1.1: تأكيد دون تغيير,2026-09-23,R-14
LIB-ART-015,بحث علمي,Los orígenes de Mūsā ibn Nuṣayr y Ṭāriq ibn Ziyād y su relación con el imperio sasánida,أصول موسى بن نصير وطارق بن زياد وصلتهما بالإمبراطورية الساسانية,Jesús Lorenzo-Jiménez,CSIC,2022,,DOI: 10.3989/alqantara.2022.016,"Al-Qanṭara, vol. 43, no. 2 (2022), e16",,بحث محكّم,إسبانية,إسبانية,الفتح والولاة,تأريخ ونقد مصادر; سياسة,المشرق والمغرب والأندلس,يعيد فحص أنساب قائدي الفتح في ضوء المصادر العربية؛ مثال على النقاش حول الروايات المتأخرة.,بحثي متخصص,B,مقال محكّم متخصص؛ أطروحاته اجتهادية تحتاج مقارنتها بآراء أخرى.,https://doi.org/10.3989/alqantara.2022.016,https://doi.org/10.3989/alqantara.2022.016,نص كامل مجاني,CC BY 4.0,سجل ببليوغرافي فقط,البيانات من فهرسة DOAJ لمجلة القنطرة (العنوان، المؤلف، المجلد، العدد، الصفحات، DOI)؛ لم أفتح صفحة المقال نفسها لأن موقع المجلة رفض الوصول الآلي. (تاريخ التحقق 2026-09-23) || v1.1: فتحت سجل Crossref لـ DOI 10.3989/alqantara.2022.016: المجلد 43، العدد 2، رقم المقال e16، 15 ديسمبر 2022، ترخيص CC BY 4.0 — تاريخ التحقق 2026-09-23,وصف ناشر,بطاقة شخصية,أطروحة الأصل الساساني خلافية.,,v1.0,"v1.1: journal_details, rights",2026-09-23,R-15
